0.1	0.5	0.165	2800	0.33	-9.629721202	10000	100.8
0.2	0.5	0.19	1000	0.38	-8.404328068	5000	72
0.5	0.5	0.28	500	0.56	-5.03623946	2000	90
1	0.5	0.44	250	0.88	-1.110346557	1000	90
2	0.5	0.75	100	1.5	3.521825181	500	72
5	0.5	1.7	50	3.4	10.62957834	200	90
10	0.5	3.28	20	6.56	16.33807679	100	72
20	0.5	6	12.5	12	21.58362492	50	90
