100	0.5	0.08	2500	0.16	-15.91760035	10000	90
200	0.5	0.08	1250	0.16	-15.91760035	5000	90
500	0.5	0.17	500	0.34	-9.370421659	2000	90
750	0.5	0.25	350	0.5	-6.020599913	1333.333333	94.5
1000	0.5	0.33	250	0.66	-3.609121289	1000	90
1500	0.5	0.46	160	0.92	-0.724243453	666.6666667	86.4
2000	0.5	0.6	110	1.2	1.583624921	500	79.2
5000	0.5	1.4	37.5	2.8	8.943160627	200	67.5
10000	0.5	2.38	15	4.76	13.55213905	100	54
20000	0.5	3.22	5	6.44	16.17771735	50	36
50000	0.5	3.6	1.25	7.2	17.14664993	20	22.5
