100	0.5	1.28	0	2.56	8.164799306	10000	-180
200	0.5	1.25	0	2.5	7.958800173	5000	-180
500	0.5	1.25	0	2.5	7.958800173	2000	-180
750	0.5	1.22	25	2.44	7.747796527	1333.333333	-173.25
1000	0.5	1.22	50	2.44	7.747796527	1000	-162
1500	0.5	1.2	50	2.4	7.604224834	666.6666667	-153
2000	0.5	1.14	50	2.28	7.15869694	500	-144
5000	0.5	1.03	30	2.06	6.277344407	200	-126
10000	0.5	0.72	20	1.44	3.167249842	100	-108
20000	0.5	0.52	10	1.04	0.340666786	50	-108
50000	0.5	0.388	5	0.776	-2.202765575	20	-90
