300	0.5	11.4	-750	22.8	27.15869694	3333.333333	-81
500	0.5	7.2	-500	14.4	23.16724984	2000	-90
1000	0.5	3.8	-250	7.6	17.61627185	1000	-90
2000	0.5	1.8	-130	3.6	11.12605002	500	-93.6
5000	0.5	0.8	-50	1.6	4.082399653	200	-90
10000	0.5	0.63	-25	1.26	2.007410902	100	-90
20000	0.5	0.47	-10	0.94	-0.537442928	50	-72
50000	0.5	0.36	-5	0.72	-2.853350071	20	-90
